MOVIEID,TITLE,GENRES,TOTALRATERS,TOTALRATINGS,AVGRATING,AVGGENOMERELEVANCE,TAGCOUNT,OPPORTUNITYTYPE,PRIORITYSCORE,ACTIONPRIORITY,RECOMMENDEDACTION
4950,Lone Wolf McQuade (1983),Action,190,190,2.75,0.097,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
179,Mad Love (1995),Drama|Romance,1229,1229,2.75,0.089,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
31026,"Phantom of the Opera, The (1989)",Drama|Horror|Musical,112,112,2.74,0.085,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
5027,Another 48 Hrs. (1990),Action|Comedy|Crime|Drama|Thriller,1227,1227,2.74,0.095,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
5092,Big Fat Liar (2002),Children|Comedy,723,723,2.74,0.087,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
4587,Earth Girls Are Easy (1988),Comedy|Musical|Sci-Fi,1500,1500,2.74,0.093,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
710,Celtic Pride (1996),Comedy,1249,1249,2.74,0.067,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
510,Poetic Justice (1993),Drama,879,879,2.74,0.084,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
5296,"Sweetest Thing, The (2002)",Comedy|Romance,1325,1325,2.74,0.093,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
2365,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action|Sci-Fi,858,858,2.74,0.112,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
4532,Return of the Living Dead Part II (1988),Comedy|Horror,366,366,2.74,0.098,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
4654,Road House (1989),Action|Drama,1158,1158,2.74,0.104,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
4482,"Bright Lights, Big City (1988)",Drama,341,341,2.74,0.116,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
6092,"Last American Virgin, The (1982)",Comedy|Drama,142,142,2.74,0.11,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
4159,3000 Miles to Graceland (2001),Action|Thriller,1508,1508,2.74,0.107,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
5610,"Banger Sisters, The (2002)",Comedy|Drama,728,728,2.74,0.087,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
5427,Caveman (1981),Comedy,209,209,2.74,0.094,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
5376,"Lady in Red, The (1979)",Action,136,136,2.74,0.114,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
1382,Marked for Death (1990),Action|Drama,998,998,2.74,0.095,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
2007,Polish Wedding (1998),Comedy,400,400,2.74,0.084,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
1011,Herbie Rides Again (1974),Adventure|Children|Comedy,1543,1543,2.74,0.089,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
742,Thinner (1996),Horror|Thriller,1859,1859,2.74,0.092,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
116977,Dumb and Dumber To (2014),Comedy,145,145,2.74,0.107,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
4492,Critters (1986),Comedy|Sci-Fi,794,794,2.74,0.096,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
42723,Hostel (2005),Horror,1499,1499,2.74,0.124,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
743,Spy Hard (1996),Comedy,6112,6112,2.74,0.09,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
72380,"Box, The (2009)",Drama|Horror|Mystery|Sci-Fi|Thriller,486,486,2.74,0.127,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,12819,12819,2.74,0.098,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
4602,Harlem Nights (1989),Comedy|Crime|Romance,455,455,2.73,0.093,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
217,"Babysitter, The (1995)",Drama|Thriller,1014,1014,2.73,0.079,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
2616,Dick Tracy (1990),Action|Crime,5982,5982,2.73,0.115,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
631,All Dogs Go to Heaven 2 (1996),Adventure|Animation|Children|Fantasy|Musical|Romance,2193,2193,2.73,0.075,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
52867,"Ex, The (2007)",Comedy|Romance,157,157,2.73,0.09,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
3825,Coyote Ugly (2000),Comedy|Drama|Romance,4077,4077,2.73,0.108,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
101076,G.I. Joe: Retaliation (2013),Action|Adventure|Sci-Fi|Thriller|IMAX,202,202,2.73,0.107,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
33499,Monster-in-Law (2005),Comedy|Romance,656,656,2.73,0.076,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
1037,"Lawnmower Man, The (1992)",Action|Horror|Sci-Fi|Thriller,7006,7006,2.73,0.128,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
2558,Forces of Nature (1999),Comedy|Romance,2027,2027,2.73,0.1,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
360,I Love Trouble (1994),Action|Comedy,2101,2101,2.73,0.085,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
5109,Return to Never Land (2002),Adventure|Animation|Children,351,351,2.73,0.092,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
55020,"Ten, The (2007)",Comedy,172,172,2.73,0.106,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,8026,8026,2.73,0.103,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
4909,"Incredible Shrinking Woman, The (1981)",Comedy|Sci-Fi,315,315,2.73,0.081,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
5220,Showtime (2002),Action|Comedy,1227,1227,2.73,0.09,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
72919,Did You Hear About the Morgans? (2009),Comedy|Crime|Drama|Romance,229,229,2.73,0.082,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
833,High School High (1996),Comedy,1427,1427,2.73,0.082,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
89190,Conan the Barbarian (2011),Action|Adventure|Fantasy,228,228,2.73,0.117,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
6379,Wrong Turn (2003),Horror|Thriller,762,762,2.73,0.092,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
839,"Crow: City of Angels, The (1996)",Action|Thriller,3984,3984,2.73,0.081,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
6475,Opportunity Knocks (1990),Comedy,164,164,2.73,0.085,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
59900,You Don't Mess with the Zohan (2008),Comedy,1178,1178,2.73,0.103,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
4643,Planet of the Apes (2001),Action|Adventure|Drama|Sci-Fi,8524,8524,2.73,0.133,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
2399,Santa Claus: The Movie (1985),Adventure|Children|Fantasy,1388,1388,2.73,0.097,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
1646,RocketMan (a.k.a. Rocket Man) (1997),Children|Comedy|Romance|Sci-Fi,795,795,2.73,0.092,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
990,Maximum Risk (1996),Action|Adventure|Thriller,909,909,2.73,0.075,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
2638,"Mummy's Tomb, The (1942)",Horror,178,178,2.73,0.094,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
48142,"Black Dahlia, The (2006)",Crime|Drama|Mystery|Thriller,901,901,2.73,0.123,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
1746,Senseless (1998),Comedy,390,390,2.73,0.085,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
256,Junior (1994),Comedy|Sci-Fi,9890,9890,2.73,0.093,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
56003,Southland Tales (2006),Comedy|Drama|Sci-Fi|Thriller,369,369,2.73,0.108,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
6252,"View from the Top, A (2003)",Comedy|Romance,544,544,2.73,0.097,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
2241,Class (1983),Comedy,687,687,2.73,0.101,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
6564,Lara Croft Tomb Raider: The Cradle of Life (2003),Action|Adventure|Comedy|Romance|Thriller,2820,2820,2.73,0.118,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
2055,Hot Lead and Cold Feet (1978),Action|Comedy|Western,212,212,2.73,0.115,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,12706,12706,2.73,0.12,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
105731,Carrie (2013),Drama|Horror,137,137,2.72,0.092,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
6154,Deliver Us from Eva (2003),Comedy|Romance,119,119,2.72,0.077,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
7041,Trapped in Paradise (1994),Comedy|Crime,149,149,2.72,0.122,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
5958,"Wild Thornberrys Movie, The (2002)",Animation|Children|Comedy,299,299,2.72,0.073,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
3847,"Ilsa, She Wolf of the SS (1974)",Horror,165,165,2.72,0.106,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
4463,1969 (1988),Drama|War,124,124,2.72,0.146,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
55955,Fred Claus (2007),Children|Comedy|Fantasy,234,234,2.72,0.074,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
5047,Kung Pow: Enter the Fist (2002),Action|Comedy,1305,1305,2.72,0.095,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
4673,Tango & Cash (1989),Action|Comedy|Crime|Thriller,1942,1942,2.72,0.105,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
36397,Valiant (2005),Adventure|Animation|Children|Comedy|Fantasy|War,238,238,2.72,0.088,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
540,Sliver (1993),Thriller,4943,4943,2.72,0.102,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
1583,"Simple Wish, A (1997)",Children|Fantasy,244,244,2.72,0.086,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
2468,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller,2944,2944,2.72,0.088,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
4929,"Toy, The (1982)",Comedy,706,706,2.72,0.1,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
6265,Head of State (2003),Comedy,474,474,2.72,0.099,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
63436,Saw V (2008),Crime|Horror|Thriller,615,615,2.72,0.099,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
3459,Gothic (1986),Drama|Horror,372,372,2.72,0.108,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
5961,Blue Steel (1990),Action|Thriller,294,294,2.72,0.108,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
379,Timecop (1994),Action|Sci-Fi|Thriller,5470,5470,2.72,0.117,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
7381,"Whole Ten Yards, The (2004)",Action|Comedy|Crime,896,896,2.72,0.081,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
43419,Bandidas (2006),Action|Comedy|Crime|Western,274,274,2.72,0.096,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
3387,Who's Harry Crumb? (1989),Comedy|Mystery,1069,1069,2.72,0.085,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
91628,New Year's Eve (2011),Comedy|Romance,153,153,2.72,0.084,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
612,"Pallbearer, The (1996)",Comedy,1609,1609,2.72,0.074,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
15,Cutthroat Island (1995),Action|Adventure|Romance,2910,2910,2.72,0.09,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
104074,Percy Jackson: Sea of Monsters (2013),Adventure|Children|Fantasy,123,123,2.72,0.084,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
275,Mixed Nuts (1994),Comedy,1564,1564,2.72,0.086,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
1055,Shadow Conspiracy (1997),Thriller,330,330,2.72,0.084,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
2491,Simply Irresistible (1999),Comedy|Romance,874,874,2.71,0.099,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,3429,3429,2.71,0.085,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
32017,"Pacifier, The (2005)",Action|Comedy,693,693,2.71,0.085,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
6006,Just Married (2003),Comedy|Romance,1254,1254,2.71,0.086,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
2169,Dead Man on Campus (1998),Comedy,1089,1089,2.71,0.099,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
992,"Rich Man's Wife, The (1996)",Thriller,262,262,2.71,0.07,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
424,Blue Chips (1994),Drama,742,742,2.71,0.102,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
416,Bad Girls (1994),Western,1774,1774,2.71,0.087,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
2004,Gremlins 2: The New Batch (1990),Comedy|Horror,4571,4571,2.71,0.099,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
1703,For Richer or Poorer (1997),Comedy,676,676,2.71,0.081,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
6707,Cabin Fever (2002),Horror|Thriller,1082,1082,2.71,0.113,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
7389,One Million Years B.C. (1966),Adventure|Fantasy,186,186,2.71,0.119,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
984,"Pompatus of Love, The (1996)",Comedy|Drama,238,238,2.71,0.08,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
4207,Navy Seals (1990),Action|Adventure|War,1041,1041,2.71,0.1,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
1588,George of the Jungle (1997),Children|Comedy,3983,3983,2.71,0.105,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
6946,Looney Tunes: Back in Action (2003),Action|Animation|Children|Fantasy,426,426,2.71,0.09,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
2637,"Mummy's Hand, The (1940)",Horror,169,169,2.71,0.089,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
3600,Blue Hawaii (1961),Comedy|Musical,440,440,2.71,0.1,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
1911,Dr. Dolittle (1998),Comedy,6762,6762,2.71,0.113,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
4001,Code of Silence (1985),Action,146,146,2.71,0.096,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
438,"Cowboy Way, The (1994)",Action|Comedy|Drama,1054,1054,2.71,0.095,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
6973,Final Analysis (1992),Drama|Romance|Thriller,163,163,2.71,0.107,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
673,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,9917,9917,2.71,0.097,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
418,Being Human (1993),Drama,685,685,2.71,0.1,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
6338,Daddy Day Care (2003),Children|Comedy,968,968,2.71,0.08,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
43679,Final Destination 3 (2006),Horror|Mystery|Thriller,892,892,2.71,0.095,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
1756,"Prophecy II, The (1998)",Horror,476,476,2.71,0.086,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
82852,Little Fockers (2010),Comedy,370,370,2.7,0.077,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
2629,"Love Letter, The (1999)",Comedy|Romance,886,886,2.7,0.084,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
2977,Crazy in Alabama (1999),Comedy|Drama,403,403,2.7,0.084,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
47264,Barnyard: The Original Party Animals (2006),Animation|Children|Comedy,215,215,2.7,0.085,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
840,House Arrest (1996),Children|Comedy,667,667,2.7,0.069,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
784,"Cable Guy, The (1996)",Comedy|Thriller,14379,14379,2.7,0.108,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
83910,"Dilemma, The (2011)",Comedy|Drama,151,151,2.7,0.071,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
4622,Loverboy (1989),Comedy,294,294,2.7,0.087,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
5927,"Best Little Whorehouse in Texas, The (1982)",Comedy|Drama|Musical|Romance,523,523,2.7,0.085,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
3764,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991),Action|Crime|Thriller,987,987,2.7,0.095,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
4480,"Blob, The (1988)",Horror|Sci-Fi,764,764,2.7,0.102,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
3491,My Chauffeur (1986),Comedy,211,211,2.7,0.102,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
4305,Angel Eyes (2001),Romance|Thriller,923,923,2.7,0.087,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
3602,G. I. Blues (1960),Comedy|Musical|Romance,180,180,2.7,0.095,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
4317,Love Potion #9 (1992),Comedy|Romance,994,994,2.7,0.086,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
5655,"Fan, The (1981)",Drama|Thriller,165,165,2.7,0.099,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
3688,Porky's (1982),Comedy,2312,2312,2.7,0.14,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
4053,Double Take (2001),Action|Comedy,315,315,2.7,0.078,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
32589,Beauty Shop (2005),Comedy,187,187,2.7,0.073,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
66798,"Pink Panther 2, The (2009)",Adventure|Comedy|Mystery,217,217,2.7,0.072,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
3782,Shaft's Big Score! (1972),Action|Crime,150,150,2.7,0.095,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
2054,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi,16510,16510,2.7,0.117,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
4198,Battle Beyond the Stars (1980),Sci-Fi,292,292,2.7,0.111,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
3324,Drowning Mona (2000),Comedy,1047,1047,2.7,0.107,1128,Quality Issue - INVESTIGATE,3,MEDIUM,Many tags but low rating. Review if dataset quality issue or genuine underperformance.
