USERID,MOVIES_RATED,TOTAL_RATINGS,AVG_RATING_GIVEN,RATING_VARIANCE,TOTAL_TAGS_APPLIED,TAGS_PER_MOVIE_RATIO,USER_ENGAGEMENT_TIER,RATING_STYLE,RATING_PATTERN,TAGGING_BEHAVIOR
35991,52,52,4.12,0.8,0,0.00,Casual User,Generous Rater,Moderate Variance,Light Tagger
113927,357,357,3.87,0.71,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
113916,52,52,3.21,0.74,0,0.00,Casual User,Critical Rater,Consistent (Low Variance),Light Tagger
136345,52,52,3.88,0.98,0,0.00,Casual User,Balanced Rater,Moderate Variance,Light Tagger
100076,52,52,3.94,0.56,0,0.00,Casual User,Balanced Rater,Consistent (Low Variance),Light Tagger
110952,52,52,3.8,1,0,0.00,Casual User,Balanced Rater,Moderate Variance,Light Tagger
93934,52,52,3.92,0.71,0,0.00,Casual User,Balanced Rater,Consistent (Low Variance),Light Tagger
85035,52,52,2.49,1.34,0,0.00,Casual User,Very Critical Rater,Discriminating (High Variance),Light Tagger
120286,52,52,3.33,1.41,0,0.00,Casual User,Critical Rater,Discriminating (High Variance),Light Tagger
126372,52,52,3.9,0.94,0,0.00,Casual User,Balanced Rater,Moderate Variance,Light Tagger
84959,51,51,3.47,1.43,0,0.00,Casual User,Critical Rater,Discriminating (High Variance),Light Tagger
86822,52,52,3.69,0.91,0,0.00,Casual User,Balanced Rater,Moderate Variance,Light Tagger
71596,52,52,4.14,0.74,0,0.00,Casual User,Generous Rater,Consistent (Low Variance),Light Tagger
96802,52,52,4.17,0.7,0,0.00,Casual User,Generous Rater,Consistent (Low Variance),Light Tagger
65716,52,52,2.37,0.96,0,0.00,Casual User,Very Critical Rater,Moderate Variance,Light Tagger
136924,52,52,4.01,0.64,0,0.00,Casual User,Generous Rater,Consistent (Low Variance),Light Tagger
72235,52,52,3.88,1.12,0,0.00,Casual User,Balanced Rater,Moderate Variance,Light Tagger
6423,52,52,3.67,1.1,0,0.00,Casual User,Balanced Rater,Moderate Variance,Light Tagger
8022,51,51,3.76,0.94,0,0.00,Casual User,Balanced Rater,Moderate Variance,Light Tagger
7305,52,52,3.88,1.01,0,0.00,Casual User,Balanced Rater,Moderate Variance,Light Tagger
51937,51,51,4.2,0.95,0,0.00,Casual User,Generous Rater,Moderate Variance,Light Tagger
1429,52,52,3.38,1.06,0,0.00,Casual User,Critical Rater,Moderate Variance,Light Tagger
104892,52,52,2.85,1.18,0,0.00,Casual User,Very Critical Rater,Moderate Variance,Light Tagger
137889,52,52,3.73,1.13,0,0.00,Casual User,Balanced Rater,Moderate Variance,Light Tagger
69814,52,52,3.53,1.17,0,0.00,Casual User,Balanced Rater,Moderate Variance,Light Tagger
43798,52,52,2.94,1.03,0,0.00,Casual User,Very Critical Rater,Moderate Variance,Light Tagger
51921,52,52,4.15,1.23,0,0.00,Casual User,Generous Rater,Discriminating (High Variance),Light Tagger
126174,52,52,3.81,0.67,0,0.00,Casual User,Balanced Rater,Consistent (Low Variance),Light Tagger
79462,52,52,3.37,0.88,0,0.00,Casual User,Critical Rater,Moderate Variance,Light Tagger
27108,52,52,3.56,1.39,0,0.00,Casual User,Balanced Rater,Discriminating (High Variance),Light Tagger
84868,52,52,3.63,0.73,0,0.00,Casual User,Balanced Rater,Consistent (Low Variance),Light Tagger
47192,52,52,2.5,1.45,0,0.00,Casual User,Very Critical Rater,Discriminating (High Variance),Light Tagger
35671,52,52,3.94,0.86,0,0.00,Casual User,Balanced Rater,Moderate Variance,Light Tagger
37303,52,52,4.13,0.67,0,0.00,Casual User,Generous Rater,Consistent (Low Variance),Light Tagger
128044,52,52,4.06,0.74,0,0.00,Casual User,Generous Rater,Consistent (Low Variance),Light Tagger
17573,52,52,3.94,0.79,0,0.00,Casual User,Balanced Rater,Consistent (Low Variance),Light Tagger
68145,52,52,3.92,1.11,0,0.00,Casual User,Balanced Rater,Moderate Variance,Light Tagger
66762,52,52,4.09,0.86,0,0.00,Casual User,Generous Rater,Moderate Variance,Light Tagger
18664,51,51,3.16,0.68,0,0.00,Casual User,Critical Rater,Consistent (Low Variance),Light Tagger
77707,51,51,4.4,0.75,0,0.00,Casual User,Generous Rater,Consistent (Low Variance),Light Tagger
118151,51,51,3.75,0.72,0,0.00,Casual User,Balanced Rater,Consistent (Low Variance),Light Tagger
101428,51,51,2.94,1.26,0,0.00,Casual User,Very Critical Rater,Discriminating (High Variance),Light Tagger
15951,51,51,3.69,1.08,0,0.00,Casual User,Balanced Rater,Moderate Variance,Light Tagger
61175,51,51,4.27,0.95,0,0.00,Casual User,Generous Rater,Moderate Variance,Light Tagger
45228,51,51,4,1.1,0,0.00,Casual User,Generous Rater,Moderate Variance,Light Tagger
37461,51,51,3.06,0.75,0,0.00,Casual User,Critical Rater,Consistent (Low Variance),Light Tagger
129132,51,51,3.61,0.86,0,0.00,Casual User,Balanced Rater,Moderate Variance,Light Tagger
123619,51,51,3.05,1.25,0,0.00,Casual User,Critical Rater,Discriminating (High Variance),Light Tagger
32743,51,51,3.51,0.78,0,0.00,Casual User,Balanced Rater,Consistent (Low Variance),Light Tagger
34545,51,51,3.81,1.2,0,0.00,Casual User,Balanced Rater,Discriminating (High Variance),Light Tagger
99797,51,51,3.37,0.78,0,0.00,Casual User,Critical Rater,Consistent (Low Variance),Light Tagger
70670,51,51,4.35,0.76,0,0.00,Casual User,Generous Rater,Consistent (Low Variance),Light Tagger
14723,51,51,2.94,1.75,0,0.00,Casual User,Very Critical Rater,Discriminating (High Variance),Light Tagger
137438,51,51,3.61,1.12,0,0.00,Casual User,Balanced Rater,Moderate Variance,Light Tagger
128695,90,90,3.85,1.14,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
90029,51,51,3.75,0.86,0,0.00,Casual User,Balanced Rater,Moderate Variance,Light Tagger
131105,51,51,3.84,0.96,0,0.00,Casual User,Balanced Rater,Moderate Variance,Light Tagger
55912,51,51,4.23,1.08,0,0.00,Casual User,Generous Rater,Moderate Variance,Light Tagger
46226,51,51,3.86,0.82,0,0.00,Casual User,Balanced Rater,Moderate Variance,Light Tagger
45846,51,51,2.96,0.95,0,0.00,Casual User,Very Critical Rater,Moderate Variance,Light Tagger
89532,51,51,2.73,0.99,0,0.00,Casual User,Very Critical Rater,Moderate Variance,Light Tagger
49468,51,51,3.9,1,0,0.00,Casual User,Balanced Rater,Moderate Variance,Light Tagger
39224,51,51,3.84,0.29,0,0.00,Casual User,Balanced Rater,Consistent (Low Variance),Light Tagger
69132,51,51,3.8,0.94,0,0.00,Casual User,Balanced Rater,Moderate Variance,Light Tagger
5944,51,51,3.55,0.85,0,0.00,Casual User,Balanced Rater,Moderate Variance,Light Tagger
97596,51,51,3.35,0.95,0,0.00,Casual User,Critical Rater,Moderate Variance,Light Tagger
58056,51,51,3.63,0.77,0,0.00,Casual User,Balanced Rater,Consistent (Low Variance),Light Tagger
41333,51,51,3.14,1.14,0,0.00,Casual User,Critical Rater,Moderate Variance,Light Tagger
20449,51,51,3.55,1.05,0,0.00,Casual User,Balanced Rater,Moderate Variance,Light Tagger
130008,51,51,3.92,0.74,0,0.00,Casual User,Balanced Rater,Consistent (Low Variance),Light Tagger
136598,51,51,3.27,1.33,0,0.00,Casual User,Critical Rater,Discriminating (High Variance),Light Tagger
54816,349,349,3.29,1.01,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
92569,51,51,3.63,0.91,0,0.00,Casual User,Balanced Rater,Moderate Variance,Light Tagger
35334,51,51,3.43,1.24,0,0.00,Casual User,Critical Rater,Discriminating (High Variance),Light Tagger
93345,51,51,2.92,1.22,0,0.00,Casual User,Very Critical Rater,Discriminating (High Variance),Light Tagger
42072,51,51,3.88,0.92,0,0.00,Casual User,Balanced Rater,Moderate Variance,Light Tagger
133793,51,51,3.29,0.94,0,0.00,Casual User,Critical Rater,Moderate Variance,Light Tagger
21272,51,51,3.14,0.66,0,0.00,Casual User,Critical Rater,Consistent (Low Variance),Light Tagger
26730,51,51,3.55,1.02,0,0.00,Casual User,Balanced Rater,Moderate Variance,Light Tagger
121848,362,362,3.65,0.98,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
130771,362,362,3.3,1.12,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
91896,51,51,3.69,1.04,0,0.00,Casual User,Balanced Rater,Moderate Variance,Light Tagger
41325,51,51,3.73,1.05,0,0.00,Casual User,Balanced Rater,Moderate Variance,Light Tagger
92800,51,51,3.73,0.78,0,0.00,Casual User,Balanced Rater,Consistent (Low Variance),Light Tagger
34628,51,51,3.92,0.81,0,0.00,Casual User,Balanced Rater,Moderate Variance,Light Tagger
49069,51,51,4.06,0.94,0,0.00,Casual User,Generous Rater,Moderate Variance,Light Tagger
109037,51,51,3.61,0.97,0,0.00,Casual User,Balanced Rater,Moderate Variance,Light Tagger
53262,51,51,3.86,1.07,0,0.00,Casual User,Balanced Rater,Moderate Variance,Light Tagger
131057,356,356,3.95,1.01,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
28837,355,355,3.3,0.72,0,0.00,Power User,Critical Rater,Consistent (Low Variance),Light Tagger
91443,361,361,3.49,1.01,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
19865,361,361,3.71,0.6,1,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
994,361,361,4.11,0.64,0,0.00,Power User,Generous Rater,Consistent (Low Variance),Light Tagger
130742,361,361,3.65,0.96,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
40853,361,361,3.75,1.28,0,0.00,Power User,Balanced Rater,Discriminating (High Variance),Light Tagger
112482,360,360,4.08,0.5,0,0.00,Power User,Generous Rater,Consistent (Low Variance),Light Tagger
14479,360,360,2.75,1.13,0,0.00,Power User,Very Critical Rater,Moderate Variance,Light Tagger
128037,360,360,3.9,0.73,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
97948,360,360,3.89,0.68,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
114881,360,360,3.44,0.89,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
102506,360,360,3.66,1.02,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
51491,360,360,3.22,0.55,1,0.00,Power User,Critical Rater,Consistent (Low Variance),Light Tagger
78615,359,359,3.91,0.82,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
98758,359,359,3.04,0.98,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
17930,358,358,3.1,1.12,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
52792,358,358,3.55,1.05,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
121726,347,347,3.16,1.21,0,0.00,Power User,Critical Rater,Discriminating (High Variance),Light Tagger
73309,357,357,3.16,1.21,0,0.00,Power User,Critical Rater,Discriminating (High Variance),Light Tagger
38935,357,357,3.39,1.21,0,0.00,Power User,Critical Rater,Discriminating (High Variance),Light Tagger
55132,356,356,3.92,0.7,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
37497,356,356,3.54,0.81,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
83625,356,356,3.71,0.76,1,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
119609,356,356,2.92,1.49,0,0.00,Power User,Very Critical Rater,Discriminating (High Variance),Light Tagger
5122,356,356,3.62,1.02,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
75502,352,352,3.51,0.65,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
47791,352,352,2.48,1.65,0,0.00,Power User,Very Critical Rater,Discriminating (High Variance),Light Tagger
28616,355,355,4.02,0.97,0,0.00,Power User,Generous Rater,Moderate Variance,Light Tagger
109057,355,355,3.84,0.62,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
46531,354,354,3.38,0.93,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
80958,353,353,3.87,0.87,1,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
87887,353,353,3.07,1.06,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
59179,353,353,3.67,0.97,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
51226,352,352,3.03,0.69,1,0.00,Power User,Critical Rater,Consistent (Low Variance),Light Tagger
117608,344,344,3.16,0.73,0,0.00,Power User,Critical Rater,Consistent (Low Variance),Light Tagger
100723,51,51,3.73,1.09,0,0.00,Casual User,Balanced Rater,Moderate Variance,Light Tagger
81130,350,350,3.19,1.12,1,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
125557,350,350,3.51,0.84,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
87812,350,350,4.27,0.76,0,0.00,Power User,Generous Rater,Consistent (Low Variance),Light Tagger
13572,349,349,3.89,0.74,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
52302,349,349,3.36,0.73,0,0.00,Power User,Critical Rater,Consistent (Low Variance),Light Tagger
53793,349,349,3.24,0.89,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
56704,348,348,3.6,0.72,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
130178,348,348,3.77,0.75,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
81024,348,348,3.36,0.86,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
66884,348,348,3.46,0.97,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
119610,348,348,3.85,0.74,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
136228,348,348,3.62,1.15,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
106481,348,348,2.28,1.46,0,0.00,Power User,Very Critical Rater,Discriminating (High Variance),Light Tagger
63111,347,347,3.45,0.77,0,0.00,Power User,Critical Rater,Consistent (Low Variance),Light Tagger
123012,347,347,3.45,1.15,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
70236,93,93,3.61,0.99,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
100306,347,347,3.61,1.25,0,0.00,Power User,Balanced Rater,Discriminating (High Variance),Light Tagger
19370,347,347,3.73,0.87,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
85191,346,346,3.71,1.13,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
34398,346,346,3.98,0.7,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
122041,345,345,2.7,0.81,0,0.00,Power User,Very Critical Rater,Moderate Variance,Light Tagger
84619,344,344,3.99,1.06,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
86685,344,344,3.33,0.91,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
87290,341,341,3.16,0.83,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
49830,333,333,4.12,0.75,1,0.00,Power User,Generous Rater,Consistent (Low Variance),Light Tagger
131514,341,341,3.83,0.66,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
50878,343,343,3.47,0.94,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
42105,343,343,4.18,0.61,0,0.00,Power User,Generous Rater,Consistent (Low Variance),Light Tagger
125032,343,343,2.69,1.01,0,0.00,Power User,Very Critical Rater,Moderate Variance,Light Tagger
101421,343,343,3.33,0.79,0,0.00,Power User,Critical Rater,Consistent (Low Variance),Light Tagger
85043,342,342,3.84,0.95,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
14299,342,342,3.73,1.09,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
125342,333,333,3.59,0.73,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
48157,341,341,3.13,0.77,0,0.00,Power User,Critical Rater,Consistent (Low Variance),Light Tagger
13525,333,333,3.48,0.75,1,0.00,Power User,Critical Rater,Consistent (Low Variance),Light Tagger
1207,341,341,3.18,0.82,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
20774,341,341,2.89,0.77,0,0.00,Power User,Very Critical Rater,Consistent (Low Variance),Light Tagger
77658,340,340,3.33,0.82,1,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
109938,340,340,4.01,0.96,0,0.00,Power User,Generous Rater,Moderate Variance,Light Tagger
71999,340,340,3.26,1.09,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
7077,340,340,4.06,0.81,0,0.00,Power User,Generous Rater,Moderate Variance,Light Tagger
138295,336,336,3.03,1.21,0,0.00,Power User,Critical Rater,Discriminating (High Variance),Light Tagger
2370,336,336,3.28,0.92,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
130600,339,339,3.9,0.57,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
40420,338,338,3.65,0.81,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
96578,337,337,3.59,0.6,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
117640,337,337,3.92,1.02,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
10309,337,337,4.01,0.5,0,0.00,Power User,Generous Rater,Consistent (Low Variance),Light Tagger
36687,336,336,3.97,0.6,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
112611,336,336,3.84,1.14,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
41152,340,340,4.05,0.92,0,0.00,Power User,Generous Rater,Moderate Variance,Light Tagger
58305,340,340,4.8,0.46,0,0.00,Power User,Generous Rater,Consistent (Low Variance),Light Tagger
134028,336,336,3.76,0.9,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
26717,335,335,3.86,0.85,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
104245,335,335,2.65,0.98,0,0.00,Power User,Very Critical Rater,Moderate Variance,Light Tagger
43975,334,334,3.48,0.77,0,0.00,Power User,Critical Rater,Consistent (Low Variance),Light Tagger
118112,334,334,2.95,0.96,0,0.00,Power User,Very Critical Rater,Moderate Variance,Light Tagger
113861,334,334,3.19,0.98,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
97544,329,329,3.44,1.06,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
104588,321,321,3.19,0.96,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
133531,329,329,3.28,1.25,0,0.00,Power User,Critical Rater,Discriminating (High Variance),Light Tagger
40109,332,332,3.56,0.89,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
123615,332,332,3.03,0.96,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
103296,332,332,2.57,1.45,0,0.00,Power User,Very Critical Rater,Discriminating (High Variance),Light Tagger
3528,331,331,3.45,0.9,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
3639,330,330,4.04,0.74,0,0.00,Power User,Generous Rater,Consistent (Low Variance),Light Tagger
54150,330,330,4.09,0.96,0,0.00,Power User,Generous Rater,Moderate Variance,Light Tagger
105021,322,322,3,0.95,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
117135,329,329,3.19,1.08,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
2222,308,308,3.68,0.89,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
58604,329,329,3.64,1.04,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
43781,328,328,3.25,0.64,0,0.00,Power User,Critical Rater,Consistent (Low Variance),Light Tagger
81898,328,328,3.77,0.95,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
70444,328,328,4.03,0.92,0,0.00,Power User,Generous Rater,Moderate Variance,Light Tagger
125721,327,327,3.93,0.81,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
132561,326,326,3.05,1.15,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
72846,323,323,4.31,0.52,0,0.00,Power User,Generous Rater,Consistent (Low Variance),Light Tagger
109820,323,323,3.26,0.72,1,0.00,Power User,Critical Rater,Consistent (Low Variance),Light Tagger
58226,325,325,3.42,0.8,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
107849,325,325,3.88,0.85,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
110305,325,325,3.71,0.87,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
89757,325,325,3.83,0.76,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
62558,325,325,3.48,1.02,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
66665,324,324,3.06,0.84,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
12629,323,323,3.95,0.8,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
65143,311,311,3.57,0.89,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
17527,326,326,3.17,0.71,0,0.00,Power User,Critical Rater,Consistent (Low Variance),Light Tagger
47362,323,323,4.17,0.79,0,0.00,Power User,Generous Rater,Consistent (Low Variance),Light Tagger
5534,322,322,3.94,0.92,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
13788,322,322,3.59,1.18,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
137716,322,322,3.15,1.13,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
15161,322,322,3.99,0.75,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
103669,322,322,3.63,0.87,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
103394,319,319,3.25,1.21,0,0.00,Power User,Critical Rater,Discriminating (High Variance),Light Tagger
2275,318,318,2.83,0.7,0,0.00,Power User,Very Critical Rater,Consistent (Low Variance),Light Tagger
39322,321,321,3.76,0.98,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
42440,321,321,3.42,0.77,0,0.00,Power User,Critical Rater,Consistent (Low Variance),Light Tagger
105330,320,320,4.47,0.77,0,0.00,Power User,Generous Rater,Consistent (Low Variance),Light Tagger
71961,320,320,3.87,0.48,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
16105,320,320,3.64,0.56,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
40642,320,320,3.27,1.19,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
1732,320,320,3.88,0.63,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
50876,314,314,3.49,0.91,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
98772,314,314,2.97,1.55,0,0.00,Power User,Very Critical Rater,Discriminating (High Variance),Light Tagger
119870,318,318,3.79,1.11,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
59940,318,318,2.64,1.08,0,0.00,Power User,Very Critical Rater,Moderate Variance,Light Tagger
2822,318,318,3.62,0.8,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
75222,318,318,3.26,1.12,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
128170,318,318,3.23,1.32,0,0.00,Power User,Critical Rater,Discriminating (High Variance),Light Tagger
122814,318,318,3.69,1.03,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
102499,318,318,3.53,0.98,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
104215,318,318,3.68,0.92,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
63275,317,317,3.54,1.01,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
64564,317,317,3.68,1.12,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
28443,316,316,3.97,0.91,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
56496,316,316,3.75,0.76,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
19282,316,316,3.16,0.96,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
100334,316,316,3.46,0.89,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
131763,316,316,3.66,0.88,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
34025,316,316,3.5,0.93,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
100542,310,310,3.32,1.06,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
66724,315,315,3.25,1.5,0,0.00,Power User,Critical Rater,Discriminating (High Variance),Light Tagger
63593,315,315,3.7,0.88,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
45301,315,315,3.7,1.61,0,0.00,Power User,Balanced Rater,Discriminating (High Variance),Light Tagger
81376,314,314,3.46,0.67,0,0.00,Power User,Critical Rater,Consistent (Low Variance),Light Tagger
102035,314,314,3.5,0.66,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
26902,314,314,3.09,1.04,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
111397,314,314,3.28,0.68,0,0.00,Power User,Critical Rater,Consistent (Low Variance),Light Tagger
21422,313,313,4.63,0.57,0,0.00,Power User,Generous Rater,Consistent (Low Variance),Light Tagger
15872,313,313,3.43,0.64,0,0.00,Power User,Critical Rater,Consistent (Low Variance),Light Tagger
40283,314,314,2.9,0.92,0,0.00,Power User,Very Critical Rater,Moderate Variance,Light Tagger
100525,314,314,3.5,0.77,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
132423,314,314,3.36,1.06,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
128021,314,314,3.54,1.18,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
121185,313,313,2.78,1.21,0,0.00,Power User,Very Critical Rater,Discriminating (High Variance),Light Tagger
77822,313,313,3.38,0.6,0,0.00,Power User,Critical Rater,Consistent (Low Variance),Light Tagger
63457,313,313,3.91,1.08,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
79580,308,308,3.61,0.8,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
38855,321,321,3.35,1.06,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
101973,312,312,3.25,0.75,0,0.00,Power User,Critical Rater,Consistent (Low Variance),Light Tagger
94087,312,312,2.98,1.1,0,0.00,Power User,Very Critical Rater,Moderate Variance,Light Tagger
133180,312,312,3.63,0.99,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
91885,312,312,3.86,0.63,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
4133,312,312,3.79,1.1,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
21768,312,312,3.54,1.04,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
52275,311,311,3.15,1.25,0,0.00,Power User,Critical Rater,Discriminating (High Variance),Light Tagger
18780,311,311,1.95,1.39,0,0.00,Power User,Very Critical Rater,Discriminating (High Variance),Light Tagger
109738,310,310,3,1.06,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
47490,310,310,4.01,0.64,0,0.00,Power User,Generous Rater,Consistent (Low Variance),Light Tagger
19829,310,310,3.93,0.94,1,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
105632,310,310,3.51,1.16,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
55238,310,310,3.38,1.01,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
123111,310,310,3.29,1.06,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
90026,310,310,3.84,0.94,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
125308,326,326,3.42,0.72,1,0.00,Power User,Critical Rater,Consistent (Low Variance),Light Tagger
99452,310,310,3.54,0.74,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
