movie_id,release_date
9327,2006-07-22
9328,1997-08-08
9329,2010-03-04
9330,2002-11-27
9331,2000-05-05
9332,2014-06-21
9333,2008-01-14
9334,2018-09-25
9335,2020-10-22
9336,2006-02-13
9337,1997-02-09
9338,2014-11-03
9339,2013-01-07
9340,2017-02-24
9341,2020-04-01
9342,2023-10-07
9343,2018-02-09
9344,2001-02-01
9345,2012-04-22
9346,1998-06-27
9347,2007-12-21
9348,2020-05-23
9349,2011-04-04
9350,1999-10-31
9351,2024-06-28
9352,2007-07-12
9353,2022-03-16
9354,2024-12-11
9355,2007-02-12
9356,2000-10-17
9357,2023-06-22
9358,2024-12-11
9359,2006-05-15
9360,2011-07-31
9361,1996-12-06
9362,2006-03-15
9363,2011-03-26
9364,2020-09-20
9365,2013-10-24
9366,2002-05-03
9367,2012-06-12
9368,2023-05-12
9369,2016-04-30
9370,2023-07-31
9371,2024-05-01
9372,2005-02-22
9373,2000-01-21
9374,2020-03-07
9375,2013-06-08
9376,2005-01-19
9377,2004-10-07
9378,2022-04-23
9379,1998-05-19
9380,2024-01-06
9381,2000-05-11
9382,2023-03-09
9383,2016-08-11
9384,2022-06-20
9385,1998-04-11
9386,1996-08-25
9387,1997-08-02
9388,2017-09-27
9389,2015-12-04
9390,2012-04-05
9391,2020-05-17
9392,2011-10-04
9393,2006-06-21
9394,2001-05-30
9395,2017-05-14
9396,2023-02-22
9397,2002-05-03
9398,2015-06-12
9399,2023-12-22
9400,2006-10-01
9401,2018-12-06
9402,1996-07-23
9403,2003-11-21
9404,2021-07-17
9405,2005-10-15
9406,2007-08-28
9407,2020-11-04
9408,2023-06-25
9409,2001-02-21
9410,2020-04-07
9411,1997-11-24
9412,2003-11-19
9413,1998-01-01
9414,2022-05-14
9415,2008-03-10
9416,2023-11-29
9417,2012-12-15
9418,2008-10-01
9419,2015-09-07
9420,2000-02-21
9421,2005-04-19
9422,2020-02-08
9423,2021-05-26
9424,2012-04-08
9425,1998-02-05
9426,2010-06-12
9427,2023-07-31
9428,2006-06-09
9429,2006-11-09
9430,2016-04-06
9431,2001-11-17
9432,2005-06-15
9433,2017-08-21
9434,2003-10-26
9435,2012-11-13
9436,2000-03-24
9437,1999-02-09
9438,2009-12-15
9439,2021-08-02
9440,1996-12-23
9441,2004-06-08
9442,2024-08-27
9443,2019-01-06
9444,1996-08-10
9445,2009-01-01
9446,2006-01-29
9447,2017-06-24
9448,2022-09-23
9449,2005-12-31
9450,2020-08-25
9451,2015-05-28
9452,2002-12-25
9453,2013-08-03
9454,2001-03-17
9455,2007-06-13
9456,2015-01-10
9457,2017-02-02
9458,2009-08-12
9459,1997-08-10
9460,2003-01-23
9461,2015-10-04
9462,2004-09-17
9463,1998-04-15
9464,2023-08-06
9465,2019-03-21
9466,2016-05-12
9467,1997-11-10
9468,2017-01-23
9469,2006-07-04
9470,2002-12-13
9471,2016-02-07
9472,1996-01-08
9473,2016-10-01
9474,2024-12-08
9475,2021-07-23
9476,1999-08-06
9477,2004-10-20
9478,2000-08-04
9479,2015-07-27
9480,2005-09-30
9481,2001-11-30
9482,2012-11-17
9483,2022-07-21
9484,2007-03-08
9485,2022-02-19
9486,1999-11-18
9487,2011-12-27
9488,2005-02-02
9489,2023-10-17
9490,2011-05-21
9491,2004-05-24
9492,2006-11-11
9493,2006-05-11
9494,2002-09-20
9495,2013-10-19
9496,2015-05-05
9497,2004-08-16
9498,2007-07-11
9499,2007-02-15
9500,1996-02-08
9501,1996-11-27
9502,1997-06-18
9503,2004-02-16
9504,2010-11-01
9505,2003-09-21
9506,2012-05-23
9507,2013-01-09
9508,2001-09-23
9509,2016-09-15
9510,2000-06-15
9511,2005-08-01
9512,2011-10-15
9513,2022-11-28
9514,2010-02-16
9515,2013-11-21
9516,2023-08-08
9517,2016-09-06
9518,2020-12-31
9519,2021-03-17
9520,2014-02-20
9521,2007-08-02
9522,2024-06-24
9523,1997-01-22
9524,2006-06-20
9525,2016-02-22
9526,2007-12-21
9527,2021-03-16
9528,1996-09-26
9529,1999-07-22
9530,1998-07-15
9531,2001-11-13
9532,2012-06-11
9533,2022-05-23
9534,2000-09-14
9535,2020-05-22
9536,2012-08-23
9537,2022-01-03
9538,1997-09-15
9539,2009-03-27
9540,2002-06-08
9541,2019-12-23
9542,2017-11-08
9543,2003-04-23
9544,1997-10-26
9545,2007-10-19
9546,2019-09-14
9547,2004-10-07
9548,1998-07-04
9549,2006-10-26
9550,1997-06-10
9551,1999-08-26
9552,2018-03-11
9553,2019-04-29
9554,2015-03-07
9555,2015-07-31
9556,1996-09-26
9557,2009-03-15
9558,2014-01-12
9559,1996-08-21
9560,1999-01-04
9561,2010-11-08
9562,2020-10-03
9563,2015-08-03
9564,2010-07-02
9565,2023-10-17
9566,2005-10-22
9567,2011-10-11
9568,1999-12-07
9569,2023-12-09
9570,2017-02-22
9571,2005-09-22
9572,2007-10-29
9573,2007-06-26
9574,2012-03-13
9575,1995-12-21
9576,2004-05-16
9577,2019-07-18
9578,2000-02-09
9579,2017-07-22
9580,2004-10-08
9581,1999-10-14
9582,2007-01-16
9583,2011-03-03
9584,2002-08-22
9585,2019-05-02
9586,2006-06-17
9587,2017-07-18
9588,2014-04-25
9589,2007-01-17
9590,2023-02-01
9591,2022-02-16
9592,2012-12-01
9593,2014-02-28
9594,2019-11-13
9595,2016-11-20
9596,2001-07-15
9597,1999-01-01
9598,2017-05-26
9599,2022-08-19
9600,2005-09-14
9601,2024-04-19
9602,2017-04-05
9603,2018-01-10
9604,2012-03-05
9605,2004-05-12
9606,1998-01-08
9607,2000-09-07
9608,2014-06-08
9609,2016-09-08
9610,2019-10-28
9611,2001-04-23
9612,2010-06-29
9613,2010-08-15
9614,2018-05-15
9615,2002-11-25
9616,2020-06-12
9617,2011-01-05
9618,2000-09-10
9619,2017-08-07
9620,2011-08-05
9621,2021-05-13
9622,2003-08-19
9623,2004-05-17
9624,2023-07-30
9625,2021-01-13
9626,2012-10-04
9627,2017-02-04
9628,1999-12-20
9629,2011-10-24
9630,2012-10-03
9631,2007-01-04
9632,2003-08-21
9633,2002-08-30
9634,2017-04-07
9635,1997-05-07
9636,2005-10-10
9637,2018-07-28
9638,1998-03-15
9639,2006-09-14
9640,2021-05-03
9641,2001-11-24
9642,1996-04-17
9643,2015-09-14
9644,1998-11-22
9645,2010-03-15
9646,2022-03-12
9647,2021-01-09
9648,2001-08-25
9649,2019-07-12
9650,2015-11-08
9651,2005-05-31
9652,2019-08-22
9653,1997-08-10
9654,2007-02-21
9655,2006-05-13
9656,2015-02-12
9657,2001-02-12
9658,2022-04-27
9659,2003-11-03
9660,2008-05-28
9661,2019-02-12
9662,2024-12-05
9663,1998-11-01
9664,2024-08-01
9665,2023-01-29
9666,2003-11-03
9667,1997-09-28
9668,2021-02-10
9669,2023-10-16
9670,2014-02-02
9671,2005-10-25
9672,2020-04-20
9673,2023-07-23
9674,2010-08-18
9675,2013-09-28
9676,2019-11-23
9677,2023-07-30
9678,1996-03-06
9679,2007-06-25
9680,2022-07-31
9681,2010-09-07
9682,2001-05-29
9683,1998-11-04
9684,2011-08-15
9685,2012-12-01
9686,2002-02-16
9687,2005-11-20
9688,2010-06-22
9689,2019-01-20
9690,2007-08-07
9691,2023-10-06
9692,2015-12-18
9693,2015-03-08
9694,2001-10-18
9695,2024-04-10
9696,1997-02-12
9697,2012-02-05
9698,2018-05-03
9699,2005-05-25
9700,2004-02-01
9701,2020-12-10
9702,2006-05-17
9703,2004-05-30
9704,2006-06-06
9705,2015-07-22
9706,2001-12-01
9707,2000-11-04
9708,2015-07-01
9709,2005-05-25
9710,2019-02-12
9711,2015-03-05
9712,2012-07-30
9713,2009-12-29
9714,2023-12-18
9715,2009-11-20
9716,2016-04-28
9717,2017-03-04
9718,2001-06-23
9719,2016-03-16
9720,2004-12-06
9721,1998-03-08
9722,2014-12-06
9723,2021-11-16
9724,2008-07-14
9725,2002-09-12
9726,2005-05-12
9727,2013-03-14
9728,2003-01-03
9729,2021-06-10
9730,2023-10-02
9731,1996-10-16
9732,2014-07-21
9733,2023-07-07
9734,2018-07-29
9735,2022-12-19
9736,2002-11-17
9737,2006-12-07
9738,2016-06-21
9739,2023-06-01
9740,2007-05-25
9741,2003-01-19
9742,2017-12-17
9743,1996-07-03
9744,2009-05-18
9745,2003-05-14
9746,2020-09-28
9747,2014-02-17
9748,1996-01-11
9749,2007-03-06
9750,2000-12-04
9751,2015-11-29
9752,2007-06-24
9753,2016-06-20
9754,1999-09-16
9755,2003-09-18
9756,2002-02-28
9757,2005-02-07
9758,1998-03-03
9759,2016-02-18
9760,2016-11-12
9761,1998-08-20
9762,2024-08-22
9763,2008-10-04
9764,2024-08-22
9765,2000-10-28
9766,2005-05-07
9767,2019-03-19
9768,2001-10-27
9769,2012-07-05
9770,2024-05-22
9771,2021-03-04
9772,1996-02-04
9773,2021-10-08
9774,2000-08-19
9775,2015-05-10
9776,2017-08-31
9777,1998-06-21
9778,2005-02-27
9779,2002-10-25
9780,2005-07-31
9781,2024-02-04
9782,2007-07-30
9783,2014-03-10
9784,2003-08-04
9785,2007-11-15
9786,2023-11-08
9787,2011-07-18
9788,2010-10-13
9789,2009-10-09
9790,2000-10-30
9791,2012-06-29
9792,2013-07-03
9793,2006-04-05
9794,2003-03-06
9795,2009-08-15
9796,2006-06-09
9797,2010-01-14
9798,1997-01-22
9799,1998-05-02
9800,2002-04-27
9801,2020-03-16
9802,2008-09-30
9803,2020-04-01
9804,2013-09-16
9805,2013-10-24
9806,2024-06-22
9807,2018-01-01
9808,2019-11-04
9809,2000-10-21
9810,2013-02-28
9811,1999-04-29
9812,2011-01-15
9813,2015-11-15
9814,2001-06-15
9815,2023-08-23
9816,2010-10-23
9817,2024-11-26
9818,2007-10-16
9819,2000-09-15
9820,2021-12-14
9821,2021-07-21
9822,2023-05-27
9823,2024-10-23
9824,2010-06-22
9825,2015-07-28
9826,2023-10-16
9827,2004-07-07
9828,2010-01-22
9829,2001-08-05
9830,2024-04-28
9831,2020-08-06
9832,2001-10-17
9833,2000-10-14
9834,2005-04-25
9835,2005-03-31
9836,2010-05-28
9837,1997-06-14
9838,2006-12-07
9839,2024-09-12
9840,2022-07-02
9841,1998-11-15
9842,2021-02-11
9843,2018-06-21
9844,2001-04-17
9845,2007-04-12
9846,2021-12-21
9847,2023-08-21
9848,2021-05-14
9849,2001-03-25
9850,2019-11-30
9851,2020-10-22
9852,2008-04-16
9853,2020-06-12
9854,2003-11-01
9855,2003-01-17
9856,2007-09-09
9857,2006-09-21
9858,2007-10-17
9859,1997-10-24
9860,2016-09-26
9861,2005-02-22
9862,2016-10-07
9863,2013-09-14
9864,2021-04-18
9865,2011-02-14
9866,2013-08-03
9867,2022-08-05
9868,1998-04-24
9869,2021-02-20
9870,1999-11-22
9871,2006-10-23
9872,2019-10-03
9873,2019-06-30
9874,2000-10-26
9875,2018-08-27
9876,2000-11-07
9877,2015-09-22
9878,2002-08-15
9879,2014-12-01
9880,2023-07-13
9881,2006-02-27
9882,2003-03-15
9883,2020-11-18
9884,2006-10-30
9885,1998-09-15
9886,2022-02-03
9887,2018-04-01
9888,2004-10-17
9889,2018-11-30
9890,2009-01-03
9891,2013-06-20
9892,2014-06-16
9893,2021-11-27
9894,2015-06-26
9895,2013-05-12
9896,2022-01-06
9897,2024-04-15
9898,2013-11-18
9899,2004-09-04
9900,2022-06-20
9901,2018-01-07
9902,2002-12-10
9903,2013-11-27
9904,1998-08-03
9905,2018-06-06
9906,2018-11-18
9907,2018-05-04
9908,2017-09-02
9909,2021-02-10
9910,2002-10-12
9911,2009-09-30
9912,2009-03-29
9913,2008-02-22
9914,2013-09-23
9915,2022-09-17
9916,2011-03-22
9917,2024-09-27
9918,2012-01-28
9919,2014-02-28
9920,2013-10-30
9921,2024-07-07
9922,2003-10-05
9923,2011-04-30
9924,2000-03-17
9925,2000-01-30
9926,2006-05-03
9927,2019-09-18
9928,2020-09-23
9929,2019-08-04
9930,2002-03-31
9931,2008-04-19
9932,2022-05-02
9933,2008-03-06
9934,2010-05-05
9935,2018-04-04
9936,2010-10-29
9937,2018-03-10
9938,2002-09-21
9939,1997-11-02
9940,2012-09-21
9941,2016-04-23
9942,2005-04-25
9943,2009-08-05
9944,2021-05-25
9945,2004-02-15
9946,2015-12-30
9947,2006-04-02
9948,2015-08-14
9949,2016-11-28
9950,2012-02-12
9951,2014-08-31
9952,2005-12-26
9953,1996-07-15
9954,2005-05-03
9955,2008-08-09
9956,2009-05-07
9957,1998-05-11
9958,2019-04-18
9959,1997-01-16
9960,2010-04-15
9961,2013-10-24
9962,2015-09-06
9963,2004-11-05
9964,2012-06-06
9965,2003-07-15
9966,1998-12-16
9967,2002-02-16
9968,2020-12-25
9969,2024-01-20
9970,2012-06-08
9971,2001-07-03
9972,1997-07-26
9973,2010-06-18
9974,2016-05-19
9975,2024-03-17
9976,1997-06-27
9977,2020-02-10
9978,2014-06-17
9979,2023-01-12
9980,2015-05-02
9981,2015-06-29
9982,2002-04-13
9983,2010-12-25
9984,2004-10-22
9985,2005-04-23
9986,2006-08-16
9987,2013-02-13
9988,2012-12-19
9989,2001-03-11
9990,2021-01-11
9991,2020-01-19
9992,2006-11-10
9993,2012-08-07
9994,1999-01-17
9995,2012-07-03
9996,1998-01-07
9997,2008-01-29
9998,1999-08-08
9999,2013-07-16
10000,2004-03-11
10001,2014-08-01
10002,2018-09-11
10003,2019-08-20
10004,2015-05-25
10005,2018-10-11
10006,2021-07-11
10007,1999-09-25
10008,2023-08-04
10009,2009-09-21
10010,2002-11-02
10011,2002-11-29
10012,2010-02-25
10013,2006-10-26
10014,2012-03-25
10015,2012-06-08
10016,2009-11-14
10017,2016-06-26
10018,2019-03-17
10019,2000-09-23
10020,2023-04-18
10021,2018-12-24
10022,2022-03-03
10023,2009-08-08
10024,2019-09-19
10025,2011-04-19
10026,2003-09-07
10027,2019-03-16
10028,1999-06-02
10029,2017-06-18
10030,2017-03-04
10031,2024-01-02
10032,2005-12-28
10033,2018-07-03
10034,2011-01-21
10035,2004-09-29
10036,2024-04-29
10037,2022-01-20
10038,2001-11-29
10039,2024-10-10
10040,1998-10-11
10041,2001-07-02
10042,2023-08-17
10043,1998-12-17
10044,2001-06-02
10045,2006-08-30
10046,2016-07-09
10047,2017-05-23
10048,2018-06-13
10049,2011-12-18
10050,2001-03-01
10051,2003-06-10
10052,2019-10-14
10053,2014-11-29
10054,2019-02-18
10055,2005-09-18
10056,2007-06-19
10057,1998-01-28
10058,1999-02-16
10059,2000-11-29
10060,2001-01-19
10061,2000-09-04
10062,2017-08-24
10063,1999-10-06
10064,2016-02-04
10065,2024-06-25
10066,2002-05-25
10067,2019-05-12
10068,2019-04-04
10069,2020-11-23
10070,2002-10-14
10071,2001-05-22
10072,2013-12-30
10073,2018-01-15
10074,2012-06-06
10075,2012-06-17
10076,2015-08-02
10077,1999-11-27
10078,2015-07-16
10079,2013-05-13
10080,2016-04-22
10081,2003-03-06
10082,2015-05-13
10083,2003-11-08
10084,2007-08-08
10085,2021-08-27
10086,1999-02-09
10087,1996-04-22
10088,2024-11-19
10089,2004-07-02
10090,2009-12-13
10091,2013-04-16
10092,1999-05-11
10093,1997-06-10
10094,2012-12-19
10095,2006-07-10
10096,2018-09-17
10097,2017-06-21
10098,2021-02-07
10099,2021-10-26
10100,2012-07-11
10101,2004-02-05
10102,2013-05-23
10103,1999-09-20
10104,2017-10-10
10105,2004-09-29
10106,2003-06-19
10107,2009-07-20
10108,2013-02-05
10109,2024-06-30
10110,2005-04-28
10111,2017-06-08
10112,2002-07-07
10113,1999-08-15
10114,1999-02-18
10115,2009-11-06
10116,2002-02-22
10117,2009-05-17
10118,2016-10-24
10119,2011-03-10
10120,2022-03-22
10121,2017-06-18
10122,2011-11-20
10123,2024-02-03
10124,2006-02-28
10125,2015-09-25
10126,2011-02-20
10127,2005-03-08
10128,2014-01-26
10129,2022-08-01
10130,2023-06-07
10131,2013-10-27
10132,2010-03-07
10133,2024-06-05
10134,2013-12-09
10135,2005-04-12
10136,2011-09-12
10137,2013-08-23
10138,2023-05-26
10139,2019-02-20
10140,2016-01-10
10141,2017-02-27
10142,2024-01-18
10143,2011-06-05
10144,2011-04-24
10145,2004-07-03
10146,2017-06-12
10147,2014-07-18
10148,2016-07-27
10149,2012-11-06
10150,2008-02-10
10151,1998-12-01
10152,2016-02-02
10153,1999-03-05
10154,2007-10-01
10155,1996-07-18
10156,2016-01-27
10157,2015-11-10
10158,2009-10-17
10159,2019-01-10
10160,2015-06-03
10161,1997-05-22
10162,2011-04-18
10163,2006-01-10
10164,2005-08-16
10165,1996-07-18
10166,1997-09-05
10167,2011-09-20
10168,2024-03-19
10169,2022-12-22
10170,2004-09-24
10171,2000-11-02
10172,2009-04-29
10173,2005-07-16
10174,2024-01-26
10175,2002-06-22
10176,2004-02-18
10177,1997-09-24
10178,2021-01-10
10179,2015-03-28
10180,2024-05-03
10181,2024-07-31
10182,2014-05-08
10183,2022-05-28
10184,2020-11-28
10185,1996-03-07
10186,2006-02-01
10187,2001-03-29
10188,2022-02-13
10189,2023-05-01
10190,2007-03-07
10191,2015-12-09
10192,2024-01-03
10193,2014-05-11
10194,2014-09-30
10195,2005-12-09
10196,1999-12-16
10197,2020-01-08
10198,1997-02-17
10199,2012-12-21
10200,2010-07-21
10201,2019-04-15
10202,2010-06-24
10203,2016-06-08
10204,2017-01-10
10205,1998-08-18
10206,2021-11-25
10207,1996-10-21
10208,2016-10-20
10209,2005-03-21
10210,2016-07-18
10211,2000-12-04
10212,1997-08-01
10213,1997-11-07
10214,1998-04-04
10215,2021-08-16
10216,2019-04-27
10217,2003-03-02
10218,2012-09-26
10219,2010-05-28
10220,2011-07-22
10221,2009-08-29
10222,2007-10-24
10223,2018-06-03
10224,1996-07-31
10225,2015-06-03
10226,2008-03-03
10227,2000-04-18
10228,2021-12-10
10229,2004-01-21
10230,2019-01-05
10231,2019-12-31
10232,2009-09-26
10233,2016-09-04
10234,2018-03-06
10235,2010-06-29
10236,2001-08-23
10237,2011-06-16
10238,2005-09-12
10239,2008-12-25
10240,2024-08-26
10241,2011-07-07
10242,2003-04-16
10243,1999-11-05
10244,1996-03-08
10245,1997-04-12
10246,2000-07-04
10247,1999-10-18
10248,2012-11-17
10249,2002-09-17
10250,2002-10-30
10251,2019-04-23
10252,2021-09-15
10253,2021-09-16
10254,1996-01-10
10255,2009-03-06
10256,2004-04-08
10257,2008-08-16
10258,2022-03-21
10259,2015-11-06
10260,2005-11-26
10261,1996-04-15
10262,2016-09-30
10263,2019-06-04
10264,2018-10-13
10265,2019-05-22
10266,1998-10-18
10267,1999-04-28
10268,2016-09-12
10269,2007-07-06
10270,2000-05-05
10271,2010-08-03
10272,2014-10-12
10273,2022-10-19
10274,2019-01-26
10275,2010-05-16
10276,2015-08-31
10277,2012-09-24
10278,2001-02-09
10279,1998-03-12
10280,2009-12-24
10281,2021-08-18
10282,2010-07-28
10283,2005-11-21
10284,2024-02-27
10285,2003-12-13
10286,2003-09-25
10287,2015-01-21
10288,2002-11-25
10289,1999-08-07
10290,2004-06-22
10291,2024-02-28
10292,2013-07-22
10293,2001-05-13
10294,2015-04-20
10295,2014-12-18
10296,2021-02-22
10297,2002-07-28
10298,1997-02-02
10299,2023-06-29
10300,2023-08-14
10301,2020-02-25
10302,2003-07-30
10303,2024-07-19
10304,2016-10-20
10305,2018-08-06
10306,2004-08-15
10307,1997-01-17
10308,2014-09-29
10309,2010-02-17
10310,2022-10-20
10311,2004-06-18
10312,2024-05-14
10313,2006-06-08
10314,2006-08-28
10315,2022-04-07
10316,2002-07-11
10317,2021-07-28
10318,2017-04-19
10319,2024-01-04
10320,2006-07-24
10321,2014-05-28
10322,1996-06-29
10323,1996-04-14
10324,1998-09-27
10325,2009-11-13
10326,2005-08-21
10327,2010-07-24
10328,2004-11-27
10329,1997-05-09
10330,2006-10-26
10331,1999-03-18
10332,1999-09-25
10333,2020-08-30
10334,2004-04-14
10335,2016-10-11
10336,2004-04-11
10337,2016-09-17
10338,1998-07-20
10339,2004-12-25
10340,2000-04-04
10341,2012-03-02
10342,2015-03-28
10343,2020-05-11
10344,2001-02-03
10345,2005-04-02
10346,2003-07-08
10347,2020-01-08
10348,1996-04-04
10349,2008-11-11
10350,1998-11-05
10351,2010-02-20
10352,2006-02-25
10353,2020-06-21
10354,2021-08-15
10355,1996-08-18
10356,2023-05-06
10357,2023-02-26
10358,2005-07-22
10359,2016-04-30
10360,2003-01-21
10361,1999-10-26
10362,2020-10-26
10363,2002-11-03
10364,2011-08-19
10365,2022-11-25
10366,2002-07-15
10367,1998-12-12
10368,2017-06-11
10369,2003-11-07
10370,2022-01-30
10371,2000-02-24
10372,2020-05-30
10373,2009-12-23
10374,2003-11-27
10375,2011-10-28
10376,2015-01-09
10377,1995-11-18
10378,2002-07-20
10379,1996-10-20
10380,2021-08-03
10381,2008-08-04
10382,2023-07-17
10383,2008-05-22
10384,2017-11-26
10385,2000-12-29
10386,2000-07-15
10387,2022-08-18
10388,2020-12-31
10389,1999-04-07
10390,2024-01-21
10391,2010-07-08
10392,1996-04-09
10393,1998-12-06
10394,2013-06-19
10395,2009-09-01
10396,2019-05-12
10397,2016-01-24
10398,2024-02-19
10399,2011-07-13
10400,2005-01-29
10401,1997-11-28
10402,1996-09-09
10403,2015-02-13
10404,2010-07-09
10405,1997-04-30
10406,2022-06-12
10407,2002-01-23
10408,2006-03-30
10409,2017-04-14
10410,2009-04-14
10411,2023-09-23
10412,2017-06-22
10413,1996-05-09
10414,2000-11-11
10415,2008-11-25
10416,2021-06-02
10417,2008-06-30
10418,2001-09-12
10419,2014-08-09
10420,2018-01-05
10421,2003-12-31
10422,2023-03-24
10423,2014-03-22
10424,2011-01-09
10425,2018-09-01
10426,1999-02-07
10427,2005-04-01
10428,2020-03-05
10429,2012-11-11
10430,2013-02-11
10431,2011-07-15
10432,2005-10-19
10433,2020-09-20
10434,2022-07-08
10435,1998-07-05
10436,2000-09-08
10437,2001-06-25
10438,2004-08-10
10439,2016-07-09
10440,2021-04-08
10441,2018-10-26
10442,2011-07-10
10443,2014-10-29
10444,2016-05-15
10445,2009-10-02
10446,2018-01-15
10447,2010-09-24
10448,2022-09-12
10449,2023-11-18
10450,2024-03-27
10451,2005-05-29
10452,1996-03-24
10453,1998-07-16
10454,1997-06-03
10455,2013-01-13
10456,1999-04-18
10457,2015-09-29
10458,2016-03-12
10459,2003-11-01
10460,2020-04-07
10461,2024-10-30
10462,2005-10-10
10463,2022-05-31
10464,2010-04-27
10465,2013-12-20
10466,2000-01-02
10467,2003-12-28
10468,2005-06-17
10469,2014-05-19
10470,2008-09-05
10471,2006-07-23
10472,2000-12-21
10473,1999-03-23
10474,1999-07-07
10475,1998-12-26
10476,2003-08-14
10477,2000-11-25
10478,1996-11-07
10479,2020-04-17
10480,1997-05-06
10481,2008-04-02
10482,2009-02-16
10483,2011-09-25
10484,1997-09-21
10485,2011-07-06
10486,2007-08-01
10487,2016-07-07
10488,2006-11-20
10489,2024-07-18
10490,2022-10-11
10491,2014-05-22
10492,2015-06-06
10493,2018-06-03
10494,2010-07-19
10495,2024-05-28
10496,2024-06-08
10497,2019-10-31
10498,2000-10-21
10499,2010-03-28
10500,2001-05-16
10501,1995-11-30
10502,1998-01-09
10503,2010-07-16
10504,2000-09-28
10505,2021-09-10
10506,1997-11-04
10507,2010-11-07
10508,1996-04-26
10509,2001-08-20
10510,2000-04-04
10511,2016-07-23
10512,2017-02-04
10513,2024-05-27
10514,1997-04-17
10515,2003-08-10
10516,2017-08-02
10517,2015-05-24
10518,1998-03-23
10519,2007-11-13
10520,2005-05-10
10521,2014-01-20
10522,1997-05-02
10523,2004-10-07
10524,2004-06-29
10525,2001-01-16
10526,2023-03-03
10527,2014-01-01
10528,1999-11-12
10529,2006-04-06
10530,1998-04-13
10531,2024-12-15
10532,2002-07-14
10533,2017-12-22
10534,2011-02-04
10535,2022-03-23
10536,2010-01-25
10537,2012-02-29
10538,2021-04-09
10539,1996-02-07
10540,2003-05-28
10541,1999-12-29
10542,2003-01-31
10543,2006-05-08
10544,2009-05-05
10545,2012-12-13
10546,2012-11-15
10547,2021-06-18
10548,2001-09-06
10549,2001-08-05
10550,1999-08-18
10551,2021-09-30
10552,2013-04-07
10553,2024-02-07
10554,2014-08-28
10555,2010-08-09
10556,2010-04-20
10557,2005-09-03
10558,2019-01-28
10559,2011-10-14
10560,2023-01-07
10561,2002-02-19
10562,2002-06-23
10563,2023-03-14
10564,2020-06-26
10565,2023-12-13
10566,2000-02-14
10567,1998-08-16
10568,2009-08-31
10569,2023-11-10
10570,1995-11-10
10571,2012-02-16
10572,2004-01-02
10573,2006-03-02
10574,1996-09-12
10575,2020-05-25
10576,1998-03-24
10577,2002-05-16
10578,2019-03-29
10579,1996-03-16
10580,2022-09-30
10581,2000-01-15
10582,2005-05-19
10583,2021-06-20
10584,2004-10-12
10585,2024-03-30
10586,2003-11-19
10587,2023-07-05
10588,1998-09-13
10589,2005-02-23
10590,2014-06-07
10591,2023-10-04
10592,2009-10-08
10593,2016-01-28
10594,1996-11-23
10595,2005-03-18
10596,2012-12-24
10597,2024-04-14
10598,2004-01-15
10599,2006-07-03
10600,2007-11-12
10601,2015-07-29
10602,2010-05-13
10603,2014-12-15
10604,1999-02-08
10605,2000-04-21
10606,2017-01-24
10607,2002-07-28
10608,2001-05-16
10609,2001-12-13
10610,2012-05-09
10611,2006-11-06
10612,2013-04-12
10613,2019-09-12
10614,2020-06-15
10615,2003-02-15
10616,2022-05-08
10617,2000-08-14
10618,2018-12-12
10619,2001-03-08
10620,2020-10-23
10621,2019-03-15
10622,1999-10-22
10623,2016-04-20
10624,2003-05-04
10625,2024-08-14
10626,2008-09-11
10627,1995-10-28
10628,2008-08-18
10629,2018-12-29
10630,2021-06-12
10631,2005-11-06
10632,2016-08-29
10633,2020-05-09
10634,2014-01-31
10635,2018-04-05
10636,2002-08-02
10637,2022-04-13
10638,1998-04-19
10639,2013-11-11
10640,2009-01-25
10641,2019-05-16
10642,2006-10-02
10643,2002-12-08
10644,2006-06-23
10645,2005-10-17
10646,1996-08-31
10647,2010-03-02
10648,2019-01-21
10649,2020-09-14
10650,2013-07-06
10651,2019-04-05
10652,2004-02-12
10653,2001-02-19
10654,2008-08-31
10655,1997-04-13
10656,2006-11-11
10657,2001-03-21
10658,2006-10-15
10659,2014-05-04
10660,2007-07-16
10661,2008-09-30
10662,2012-02-18
10663,2021-09-08
10664,2015-04-17
10665,2002-09-12
10666,2011-11-23
10667,2021-06-03
10668,2004-10-08
10669,2019-02-03
10670,2016-03-10
10671,2019-01-17
10672,2003-05-20
10673,2001-08-12
10674,2001-11-18
10675,2021-10-28
10676,2010-11-25
10677,2007-02-17
10678,2002-04-25
10679,2017-04-09
10680,2001-11-27
10681,2001-07-18
10682,2012-12-13
10683,1998-05-24
10684,2003-02-07
10685,2001-05-04
10686,2008-10-28
10687,2015-01-11
10688,2015-05-04
10689,2002-05-02
10690,2007-08-15
10691,2021-05-18
10692,1997-06-11
10693,2014-02-04
10694,1997-06-12
10695,2016-03-09
10696,2010-01-06
10697,2021-09-11
10698,2023-05-29
10699,2019-06-16
10700,1996-05-11
10701,2020-01-03
10702,2004-09-24
10703,2000-08-31
10704,2021-12-09
10705,2012-01-28
10706,1999-02-28
10707,2000-01-22
10708,2004-01-17
10709,2010-05-09
10710,2000-12-30
10711,2013-05-01
10712,2005-05-22
10713,2005-07-19
10714,2016-03-26
10715,2013-07-27
10716,2014-03-17
10717,2000-09-20
10718,2004-03-01
10719,2019-07-31
10720,2015-02-05
10721,2022-01-19
10722,1999-11-23
10723,1997-07-06
10724,1998-07-21
10725,2023-09-26
